"Name","Location","Data Type","EOL Comment"
"CAL_idle_flow_adj3_X_car_voltage","003fa104","u8_voltage_72/1023v[8]",""
"CAL_idle_flow_adj3","003fa10c","u8_flow_100-12800mg/s[8]","Compute the needed engine power (air flow) to keep a stabilized idling.

Formula: flow = flow_base + learned_adj1 - adj2 + ADJ3 + (adj4 * adj4_adj) + adj5 + adj6 + adj7 + adj8 + adj_ac + adj_fan_low + adj_fan_high - evap_flow

Note: adj8 is a dynamic adjustment."
"CAL_idle_flow_adj4_X_target_idle","003fa114","u8_rspeed_4+500rpm[8]",""
"CAL_idle_flow_adj4","003fa11c","u8_flow_100mg/s[8]","Compute the needed engine power (air flow) to keep a stabilized idling.

Formula: flow = flow_base + learned_adj1 - adj2 + adj3 + (ADJ4 * adj4_adj) + adj5 + adj6 + adj7 + adj8 + adj_ac + adj_fan_low + adj_fan_high - evap_flow

Note: adj8 is a dynamic adjustment."
"CAL_idle_flow_adj5_X_engine_speed_idle_error","003fa124","u8_rspeed_4-512rpm[16]",""
"CAL_idle_flow_adj5","003fa134","u8_flow_100-12800mg/s[16]","Compute the needed engine power (air flow) to keep a stabilized idling.

Formula: flow = flow_base + learned_adj1 - adj2 + adj3 + (adj4 * adj4_adj) + ADJ5 + adj6 + adj7 + adj8 + adj_ac + adj_fan_low + adj_fan_high - evap_flow

Note: adj8 is a dynamic adjustment."
"CAL_idle_flow_adj8_corr_step_X_engine_speed_idle_error","003fa144","u8_rspeed_4-512rpm[16]",""
"CAL_idle_flow_adj8_corr_step","003fa154","u8_flow_100/1024mg/s[16]","When the engine speed is not equal to the speed_target\, adj8 will be corrected by this value.

Formula: flow_adj8 = flow_adj8 +/- flow_adj8_corr_step"
"CAL_ign_advance_idle_base_X_coolant","003fa164","u8_temp_5/8-40c[16]",""
"CAL_ign_advance_idle_base","003fa174","u8_angle_1/4deg[16]","Ignition advance (degree before top dead center) when the engine is idling.

Formula (low cam) : adv = low_cam_base * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (high cam): adv = high_cam_base * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (idle)    : adv = IDLE_BASE + idle_adj1 + idle_adj2 + idle_adj3 + idle_adj_ac_on
Formula (dfso)    : adv = advance_dfso
Formula (cranking): adv = advance_cranking"
"CAL_ign_advance_idle_adj1_X_idle_error","003fa184","u8_rspeed_4-512rpm[16]",""
"CAL_ign_advance_idle_adj1","003fa194","u8_angle_1/4-32deg[16]","Ignition advance idle adjustment.

Formula (low cam) : adv = low_cam_base * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (high cam): adv = high_cam_base * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (idle)    : adv = idle_base + IDLE_ADJ1 + idle_adj2 + idle_adj3 + idle_adj_ac_on
Formula (dfso)    : adv = advance_dfso
Formula (cranking): adv = advance_cranking"
"CAL_ign_advance_idle_adj2_X_engine_air","003fa1a4","u8_temp_5/8-40c[16]",""
"CAL_ign_advance_idle_adj2","003fa1b4","u8_angle_1/4-32deg[16]","Ignition advance idle adjustment.

Formula (low cam) : adv = low_cam_base * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (high cam): adv = high_cam_base * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (idle)    : adv = idle_base + idle_adj1 + IDLE_ADJ2 + idle_adj3 + idle_adj_ac_on
Formula (dfso)    : adv = advance_dfso
Formula (cranking): adv = advance_cranking"
"CAL_injtip_in_adj1_X_engine_speed","003fa1c4","u8_rspeed_125/4+500rpm[16]",""
"CAL_injtip_in_adj1","003fa1d4","u8_factor_1/128[16]","Add extra fuel (injection time) based on positive change in the tps. It's like the accelerator pump of a carburator.

Formula: tip_in(t) = time_base * (dt_tps2 - (adj2 * t)) * ADJ1 * adj3 * adj_gear"
"CAL_injtip_in_adj2_X_engine_speed","003fa1e4","u8_rspeed_125/4+500rpm[16]",""
"CAL_injtip_in_adj2","003fa1f4","u8_dt_factor_1/100/5ms[16]","Add extra fuel (injection time) based on positive change in the tps. It's like the accelerator pump of a carburator.

This adjustment will reduce the effect over time (t).

Formula: tip_in(t) = time_base * (dt_tps2 - (ADJ2 * t)) * adj1 * adj3 * adj_gear"
"CAL_injtip_in_adj3_X_coolant","003fa204","u8_temp_5/8-40c[16]",""
"CAL_injtip_in_adj3","003fa214","u8_factor_1/64[16]","Add extra fuel (injection time) based on positive change in the tps. It's like the accelerator pump of a carburator.

Formula: tip_in(t) = time_base * (dt_tps2 - (adj2 * t)) * adj1 * ADJ3 * adj_gear"
"CAL_injtip_out_adj1_X_engine_speed","003fa224","u8_rspeed_125/4+500rpm[16]",""
"CAL_injtip_out_adj1","003fa234","u8_factor_1/128[16]","Add extra fuel (injection time) based on negative change in the tps.

Formula: tip_out(t) = time_base * (dt_tps2 - (adj2 * t)) * ADJ1 * adj3"
"CAL_injtip_out_adj2_X_engine_speed","003fa244","u8_rspeed_125/4+500rpm[16]",""
"CAL_injtip_out_adj2","003fa254","u8_dt_factor_1/100/5ms[16]","Add extra fuel (injection time) based on negative change in the tps.

This adjustment will reduce the effect over time (t).

Formula: tip_out(t) = time_base * (dt_tps2 - (ADJ2 * t)) * adj1 * adj3"
"CAL_injtip_out_adj3_X_coolant","003fa264","u8_temp_5/8-40c[16]",""
"CAL_injtip_out_adj3","003fa274","u8_factor_1/64[16]","Add extra fuel (injection time) based on negative change in the tps.

This adjustment will reduce the effect over time (t).

Formula: tip_out(t) = time_base * (dt_tps2 - (adj2 * t)) * adj1 * ADJ3"
"CAL_idle_tps_X_target_flow","003fa2a4","u8_flow_100mg/s[8]",""
"CAL_idle_tps_Y_vacuum","003fa2ac","u8_pressure_4mbar[8]",""
"CAL_idle_tps","003fa2b4","u8_factor_1/1023[64]","Once the needed air flow to keep the engine idling is knowned\, the ECU must drive the throttle body to the according position. The differential air pressure over the throttle body is estimated."
"CAL_ign_advance_high_cam_base_X_engine_speed","003fa2f4","u8_rspeed_125/4+500rpm[8]",""
"CAL_ign_advance_high_cam_base_Y_engine_load","003fa2fc","u8_load_4mg/stroke[8]",""
"CAL_ign_advance_high_cam_base","003fa304","u8_angle_1/4-10deg[64]","Ignition advance (degree before top dead center) when the VVL is engaged and engine speed is below vvl_enable_rpm (by default 6200 RPM).

Formula (low cam) : adv = low_cam_base * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (high cam): adv = HIGH_CAM_BASE * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (idle)    : adv = idle_base + idle_adj1 + idle_adj2 + idle_adj3 + idle_adj_ac_on
Formula (dfso)    : adv = advance_dfso
Formula (cranking): adv = advance_cranking"
"CAL_closedloop_stft_enrichment_step_X_engine_speed","003fa344","u8_rspeed_125/4+500rpm[8]",""
"CAL_closedloop_stft_enrichment_step_Y_load","003fa34c","u8_load_4mg/stroke[8]",""
"CAL_closedloop_stft_enrichment_step","003fa354","u8_factor_1/2000[64]","When a lean condition is detected\, the stft will enrich the mixture.

Formula (first)     : stft = stft + initial
Formula (subsequent): stft = stft + STEP
Formula (with adj)  : stft = stft + STEP * adj"
"CAL_closedloop_stft_enleanment_step_X_engine_speed","003fa394","u8_rspeed_125/4+500rpm[8]",""
"CAL_closedloop_stft_enleanment_step_Y_load","003fa39c","u8_load_4mg/stroke[8]",""
"CAL_closedloop_stft_enleanment_step","003fa3a4","u8_factor_1/2000[64]","When a rich condition is detected\, the stft will enlean the mixture.

Formula (first)     : stft = stft - initial
Formula (subsequent): stft = stft - STEP
Formula (with adj)  : stft = stft - STEP * adj"
"CAL_closedloop_stft_enrichment_initial_X_engine_speed","003fa3e4","u8_rspeed_125/4+500rpm[8]",""
"CAL_closedloop_stft_enrichment_initial_Y_load","003fa3ec","u8_load_4mg/stroke[8]",""
"CAL_closedloop_stft_enrichment_initial","003fa3f4","u8_factor_1/2000[64]","When a lean condition is detected\, the stft will enrich the mixture.

Formula (first)     : stft = stft + INITIAL
Formula (subsequent): stft = stft + step
Formula (with adj)  : stft = stft + step * adj"
"CAL_closedloop_stft_enleanment_initial_X_engine_speed","003fa434","u8_rspeed_125/4+500rpm[8]",""
"CAL_closedloop_stft_enleanment_initial_Y_load","003fa43c","u8_load_4mg/stroke[8]",""
"CAL_closedloop_stft_enleanment_initial","003fa444","u8_factor_1/2000[64]","When a rich condition is detected\, the stft will enlean the mixture.

Formula (first)     : stft = stft - INITIAL
Formula (subsequent): stft = stft - step
Formula (with adj)  : stft = stft - step * adj"
"CAL_inj_efficiency_X_engine_speed","003fa484","u8_rspeed_125/4+500rpm[32]",""
"CAL_inj_efficiency_Y_engine_load","003fa4a4","u8_load_4mg/stroke[32]",""
"CAL_inj_efficiency","003fa4c4","u8_factor_1/200[1024]","Injector efficiency. Depending on the fuel rail and the manifold pressure\, the efficiency of the injectors change.

Formula:

a = (load / (afr_base - afr_adj)) - evap
b = a / (EFFICIENCY * flow_rate)
c = b * adj1 * adj2 * adj3 + tip_in + tip_out + reactive
d = base + ltft_idle + (1 + stft + 2 * ltft) * c

inj_time = d"
"CAL_vvt_advance_high_cam_base_X_engine_speed","003fa904","u8_rspeed_125/4+500rpm[16]",""
"CAL_vvt_advance_high_cam_base_Y_engine_load","003fa914","u8_load_4mg/stroke[16]",""
"CAL_vvt_advance_high_cam_base","003fa924","u8_angle_1/4deg[256]","Intake camshaft advance when vvl is engaged.

Formula: advance = BASE - adj"
"CAL_misc_shift_lights_before_rev_limit","003faa24","u8_rspeed_4rpm[16]",""
"CAL_load_possible_max_X_engine_speed","003faa34","u8_rspeed_125/4+500rpm[16]",""
"CAL_load_possible_max","003faa44","u8_load_4mg/stroke[16]","The engine load is also available as a ratio to the possible max load (OBD Mode 0x01 PID 0x04).

Formula: load(%) = load(mg/stroke) / LOAD_MAX * (1013mbar / atmo_pressure)"
"CAL_tpssmooth_increment_X_tps_target","003faa54","u8_factor_1/255[8]",""
"CAL_tpssmooth_increment","003faa5c","u8_factor_1/1023[8]","Throttle responsiveness when pressing the gas pedal."
"CAL_load_use_alphaN_tps_threshold_X_engine_speed","003faa64","u8_rspeed_125/4+500rpm[16]",""
"CAL_load_use_alphaN_tps_threshold","003faa74","u8_factor_1/255[16]","When the tps is above this position threshold\, use the alphaN load calculation."
"CAL_inj_time_adj3_X_engine_load","003faa84","u8_load_4mg/stroke[16]",""
"CAL_inj_time_adj3_Y_coolant","003faa94","u8_temp_5/8-40c[16]",""
"CAL_inj_time_adj3","003faaa4","u8_factor_1/64[256]","Fueling adjustment with the coolant temperature.

Formula:

a = (load / (afr_base - afr_adj)) - evap
b = a / (efficiency * flow_rate)
c = b * adj1 * adj2 * ADJ3 + tip_in + tip_out + reactive
d = base + ltft_idle + (1 + stft + 2 * ltft) * c

inj_time = d"
"CAL_tc_slip_adj1_X_speed_front","003faba4","u8_speed_kph[4]",""
"CAL_tc_slip_adj1_Y_pps","003faba8","u8_factor_1/255[4]",""
"CAL_tc_slip_adj1","003fabac","u8_factor_1/100[16]","When the car is slipping the ecu apply a factor to the advance of the ignition. A retard to the ignition makes the engine loose torque.

Formula: ign_adv_adj = 100% - steps - (slip - ADJ1 - adj2) * slip_to_retard_ratio

Note: When using variable control knob: ADJ1 = (knob_position / 2^ADJ1)"
"CAL_tc_fuelcut_X_slip","003fabec","u8_factor_1/100[16]",""
"CAL_tc_fuelcut","003fabfc","uint8_t[16]","Every # stroke will have no fuel. The value 255 means no fuel cut.

Example: 8 means that 1 of 8 strokes will have no fuel."
"CAL_ign_advance_high_cam_knock_safe_X_engine_speed","003fac0c","u8_rspeed_125/4+500rpm[8]",""
"CAL_ign_advance_high_cam_knock_safe_Y_engine_load","003fac14","u8_load_4mg/stroke[8]",""
"CAL_ign_advance_high_cam_knock_safe","003fac1c","u8_angle_1/4-10deg[64]","Knock safe ignition advance used by knock_retard2."
"CAL_idle_tps_engine_stop_X_atmo_pressure","003fac5c","u8_pressure_4mbar[4]",""
"CAL_idle_tps_engine_stop_Y_coolant","003fac60","u8_temp_5/8-40c[16]",""
"CAL_idle_tps_engine_stop","003fac70","u8_factor_1/1023[64]","Throttle body position for cranking."
"CAL_ecu_shutdown_delay_X_engine_air","003fad14","u8_temp_5/8-40c[8]",""
"CAL_ecu_shutdown_delay_Y_coolant","003fad1c","u8_temp_5/8-40c[8]",""
"CAL_ecu_shutdown_delay","003fad24","u8_time_5s[64]","HEAT SOAK: How long should the ECU running after turning the key on the OFF position."
"CAL_idle_flow_adj_ac_X_on_time","003fad64","u8_time_5ms[8]",""
"CAL_idle_flow_adj_ac","003fad6c","u8_flow_100mg/s[8]","WITH A/C ON: Compensate the power of the A/C compressor.

Formula: flow = flow_base + learned_adj1 - ADJ2 + adj3 + (adj4 * adj4_adj) + adj5 + adj6 + adj7 + adj8 + ADJ_AC + adj_fan_low + adj_fan_high - evap_flow"
"CAL_idle_flow_adj_fan_low_X_on_time","003fad74","u8_time_5ms[8]",""
"CAL_idle_flow_adj_fan_low","003fad7c","u8_flow_100mg/s[8]","WITH FAN LOW ON: Compensate the power of the low speed fan.

Formula: flow = flow_base + learned_adj1 - ADJ2 + adj3 + (adj4 * adj4_adj) + adj5 + adj6 + adj7 + adj8 + adj_ac + ADJ_FAN_LOW + adj_fan_high - evap_flow"
"CAL_idle_flow_adj_fan_high_X_on_time","003fad84","u8_time_5ms[8]",""
"CAL_idle_flow_adj_fan_high","003fad8c","u8_flow_100mg/s[8]","WITH FAN HIGH ON: Compensate the power of the high speed fan.

Formula: flow = flow_base + learned_adj1 - ADJ2 + adj3 + (adj4 * adj4_adj) + adj5 + adj6 + adj7 + adj8 + adj_ac + adj_low_fan + ADJ_HIGH_FAN - evap_flow"
"CAL_inj_time_adj_cranking_X_coolant","003fad94","u8_temp_5/8-40c[16]",""
"CAL_inj_time_adj_cranking","003fada4","u8_time_256us[16]","Fueling adjustment when cranking.

Formula: inj_time = base + adj_cranking"
"CAL_idle_speed_adj_X_car_speed","003fadb4","u8_speed_kph[8]",""
"CAL_idle_speed_adj","003fadbc","u8_rspeed_4rpm[8]","Desired engine idle speed.

Formula: speed_target = speed_base + SPEED_ADJ + speed_adj_ac_on"
"CAL_idle_flow_adj6_X_car_speed","003fadc4","u8_speed_kph[8]",""
"CAL_idle_flow_adj6","003fadcc","u8_flow_100mg/s[8]","Compute the needed engine power (air flow) to keep a stabilized idling.

Formula: flow = flow_base + learned_adj1 - adj2 + adj3 + (adj4 * adj4_adj) + adj5 + ADJ6 + adj7 + adj8 + adj_ac + adj_fan_low + adj_fan_high - evap_flow

Note: adj8 is a dynamic adjustment."
"CAL_inj_angle_X_engine_speed","003fadd4","u8_rspeed_125/4+500rpm[8]",""
"CAL_inj_angle_Y_engine_load","003faddc","u8_load_4mg/stroke[8]",""
"CAL_inj_angle","003fade4","u8_angle_720/256deg[64]","Target engine position to begin fuel injection (with an offset for each cylinder's relative position)."
"CAL_dfso_delay_X_pps","003fae24","u8_factor_1/255[4]",""
"CAL_dfso_delay","003fae28","u8_time_5ms[4]","A delay is used before activating deceleration fuel shut off."
"CAL_ign_advance_adj2_X_maf_accumulated","003fae2c","u8_mass_8g[8]",""
"CAL_ign_advance_adj2_Y_tps","003fae34","u8_factor_1/255[8]",""
"CAL_ign_advance_adj2","003fae3c","u8_factor_1/255[64]","Ignition advance adjustement for startup.

Formula (low cam) : adv = low_cam_base * ADJ2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (high cam): adv = high_cam_base * ADJ2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (idle)    : adv = idle_base + idle_adj1 + idle_adj2 + idle_adj3 + idle_adj_ac_on
Formula (dfso)    : adv = advance_dfso
Formula (cranking): adv = advance_cranking"
"CAL_ign_time_base_X_engine_speed","003fae7c","u8_rspeed_125/4+500rpm[8]",""
"CAL_ign_time_base_Y_car_voltage","003fae84","u8_voltage_72/1023v[8]",""
"CAL_ign_time_base","003fae8c","u8_time_64us[64]","Spark firing length."
"CAL_ign_advance_low_cam_knock_safe_X_engine_speed","003faecc","u8_rspeed_125/4+500rpm[32]",""
"CAL_ign_advance_low_cam_knock_safe_Y_engine_load","003faeec","u8_load_4mg/stroke[32]",""
"CAL_ign_advance_low_cam_knock_safe","003faf0c","u8_angle_1/4-10deg[1024]","Knock safe ignition advance used by knock_retard2."
"CAL_ign_advance_low_cam_base_X_engine_speed","003fb30c","u8_rspeed_125/4+500rpm[32]",""
"CAL_ign_advance_low_cam_base_Y_engine_load","003fb32c","u8_load_4mg/stroke[32]",""
"CAL_ign_advance_low_cam_base","003fb34c","u8_angle_1/4-10deg[1024]","Ignition advance (degree before top dead center) when the VVL is disengaged or when engine speed is above vvl_enable_rpm (by default 6200 RPM).

Formula (low cam) : adv = LOW_CAM_BASE * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (high cam): adv = high_cam_base * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (idle)    : adv = idle_base + idle_adj1 + idle_adj2 + idle_adj3 + idle_adj_ac_on
Formula (dfso)    : adv = advance_dfso
Formula (cranking): adv = advance_cranking"
"CAL_sensor_maf_scaling_X_signal","003fb74c","u16_voltage_5/1023v[32]",""
"CAL_sensor_maf_scaling","003fb78c","u16_flow_10mg/s[32]","Scaling of the mass air flow sensor."
"CAL_idle_flow_adj7_X_engine_speed","003fb7cc","u8_rspeed_125/4+500rpm[16]",""
"CAL_idle_flow_adj7","003fb7dc","u8_flow_100mg/s[16]","Compute the needed engine power (air flow) to keep a stabilized idling.

Formula: flow = flow_base + learned_adj1 - adj2 + adj3 + (adj4 * adj4_adj) + adj5 + adj6 + ADJ7 + adj8 + adj_ac + adj_fan_low + adj_fan_high - evap_flow

Note: adj8 is a dynamic adjustment."
"CAL_tpssmooth_decrement_X_tps_target","003fb7ec","u8_factor_1/255[8]",""
"CAL_tpssmooth_decrement","003fb7f4","u8_factor_1/1023[8]","Throttle responsiveness when releasing the gas pedal."
"CAL_revlimit_speed_base_X_coolant","003fb7fc","u8_temp_5/8-40c[8]",""
"CAL_revlimit_speed_base_Y_timer","003fb804","u8_time_100ms[8]",""
"CAL_revlimit_speed_base","003fb80c","u8_rspeed_10+6000rpm[64]",""
"CAL_ign_advance_adj3_X_engine_speed","003fb84c","u8_rspeed_125/4+500rpm[16]",""
"CAL_ign_advance_adj3","003fb85c","u8_angle_1/4-32deg[16]","Ignition advance adjustement with the engine speed.

Formula (low cam) : adv = low_cam_base * adj2 * tc_adj + adj1 + (ADJ3 * adj3_adj) + adj4
Formula (high cam): adv = high_cam_base * adj2 * tc_adj + adj1 + (ADJ3 * adj3_adj) + adj4
Formula (idle)    : adv = idle_base + idle_adj1 + idle_adj2 + idle_adj3 + idle_adj_ac_on
Formula (dfso)    : adv = advance_dfso
Formula (cranking): adv = advance_cranking"
"CAL_ign_advance_adj3_adj_X_coolant","003fb86c","u8_temp_5/8-40c[8]",""
"CAL_ign_advance_adj3_adj","003fb874","u8_factor_1/128[8]","Ignition advance adjustement with the engine speed.

Formula (low cam) : adv = low_cam_base * adj2 * tc_adj + adj1 + (adj3 * ADJ3_ADJ) + adj4
Formula (high cam): adv = high_cam_base * adj2 * tc_adj + adj1 + (adj3 * ADJ3_ADJ) + adj4
Formula (idle)    : adv = idle_base + idle_adj1 + idle_adj2 + idle_adj3 + idle_adj_ac_on
Formula (dfso)    : adv = advance_dfso
Formula (cranking): adv = advance_cranking"
"CAL_ign_advance_idle_adj3_X_dt_engine_speed","003fb87c","uint8_t[16]",""
"CAL_ign_advance_idle_adj3","003fb88c","u8_angle_1/4-32deg[16]","Ignition advance idle adjustment.

Formula (low cam) : adv = low_cam_base * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (high cam): adv = high_cam_base * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (idle)    : adv = idle_base + idle_adj1 + idle_adj2 + IDLE_ADJ3 + idle_adj_ac_on
Formula (dfso)    : adv = advance_dfso
Formula (cranking): adv = advance_cranking"
"CAL_vvt_min_runtime_X_stop_coolant","003fb89c","u8_temp_5/8-40c[8]",""
"CAL_vvt_min_runtime","003fb8a4","u8_time_100ms[8]","The engine has to be running at least this amount of time\, before the vvt can be engaged."
"CAL_closedloop_stft_time_use_adj_X_engine_speed","003fb8ac","u8_rspeed_125/4+500rpm[8]",""
"CAL_closedloop_stft_time_use_adj","003fb8b4","u8_time_25ms[8]","If all corrections after this amount of time are insufficient\, the step value is adjusted."
"CAL_ign_advance_adj4_X_dt_tps_injtip","003fb8bc","u8_factor_1/100[8]",""
"CAL_ign_advance_adj4","003fb8c4","u8_angle_1/4deg[8]","Ignition advance adjustement with the change in the tps.

Formula (low cam) : adv = low_cam_base * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + ADJ4
Formula (high cam): adv = high_cam_base * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + ADJ4
Formula (idle)    : adv = idle_base + idle_adj1 + idle_adj2 + idle_adj3 + idle_adj_ac_on
Formula (dfso)    : adv = advance_dfso
Formula (cranking): adv = advance_cranking"
"CAL_knock_sensitivity_cylinder1_X_engine_speed","003fbb0c","u8_rspeed_125/4+500rpm[16]",""
"CAL_knock_sensitivity_cylinder1_Y_engine_load","003fbb1c","u8_load_4mg/stroke[16]",""
"CAL_knock_sensitivity_cylinder1","003fbb2c","uint8_t[256]","Knock sensitivity cylinder 1 value send to the L9119D."
"CAL_knock_sensitivity_cylinder2_X_engine_speed","003fbc2c","u8_rspeed_125/4+500rpm[16]",""
"CAL_knock_sensitivity_cylinder2_Y_engine_load","003fbc3c","u8_load_4mg/stroke[16]",""
"CAL_knock_sensitivity_cylinder2","003fbc4c","uint8_t[256]","Knock sensitivity cylinder 2 value send to the L9119D."
"CAL_knock_sensitivity_cylinder3_X_engine_speed","003fbd4c","u8_rspeed_125/4+500rpm[16]",""
"CAL_knock_sensitivity_cylinder3_Y_engine_load","003fbd5c","u8_load_4mg/stroke[16]",""
"CAL_knock_sensitivity_cylinder3","003fbd6c","uint8_t[256]","Knock sensitivity cylinder 3 value send to the L9119D."
"CAL_knock_sensitivity_cylinder4_X_engine_speed","003fbe6c","u8_rspeed_125/4+500rpm[16]",""
"CAL_knock_sensitivity_cylinder4_Y_engine_load","003fbe7c","u8_load_4mg/stroke[16]",""
"CAL_knock_sensitivity_cylinder4","003fbe8c","uint8_t[256]","Knock sensitivity cylinder 4 value send to the L9119D."
"CAL_knock_peak_threshold_X_engine_speed","003fbf8c","u8_rspeed_125/4+500rpm[8]",""
"CAL_knock_peak_threshold_Y_load","003fbf94","u8_load_4mg/stroke[8]",""
"CAL_knock_peak_threshold","003fbf9c","uint8_t[64]","When the peak is above this threshold\, the ECU takes it as a real knock.

Formula:

signal_avg = (100% - reactivity) * signal_avg + reactivity * signal
peak = (signal * 10) / (signal_avg + 1)
peak_over_threshold = peak - THRESHOLD"
"CAL_knock_retard1_step_X_peak_over_threshold","003fbfdc","uint8_t[8]",""
"CAL_knock_retard1_step","003fbfe4","u8_angle_1/4deg[8]","Increment retard1 in proportion to the knock peak.

Formula (per cylinder): retard1 = retard1 + STEP"
"CAL_knock_retard_threshold_X_engine_speed","003fbfec","u8_rspeed_125/4+500rpm[8]",""
"CAL_knock_retard_threshold","003fbff4","u8_load_4mg/stroke[8]","The ECU will apply the retard1 and the retard2 values\, if the engine is above this load threshold.

If the load is below this threshold minus the load_margin\, the retard1 is reset to 0 and the retard2 is not more applied.

Formula (per cylinder): retard = RETARD1 + (ign_advance_xxx_cam_base - ign_advance_xxx_cam_knock_safe) * RETARD2"
"CAL_knock_retard2_corr_threshold_X_engine_speed","003fbffc","u8_rspeed_125/4+500rpm[8]",""
"CAL_knock_retard2_corr_threshold","003fc004","u8_load_4mg/stroke[8]","The ECU will make corrections to the retard2 value\, if the engine is above this load threshold.

If the load is below this threshold minus the load_margin\, no more corrections will occur.

Formula (per cylinder): retard = RETARD1 + (ign_advance_xxx_cam_base - ign_advance_xxx_cam_knock_safe) * RETARD2"
"CAL_evap_purge_X_?","003fc00c","uint8_t[16]",""
"CAL_evap_purge_Y_vacuum_avg","003fc01c","u8_pressure_4mbar[16]",""
"CAL_evap_purge","003fc02c","u8_factor_1/255[256]","The evap purge valve is normally closed.

Formula: opening = duty_cylce_min + PURGE"
"CAL_misc_tps_X_pps","003fc13c","u16_factor_1/1023[16]",""
"CAL_misc_tps","003fc15c","u16_factor_1/1023[16]","Target tps position for a given pps position."
"CAL_misc_coolant_warning_threshold","003fc4e4","u8_temp_5/8-40c","When the engine coolant is above this temperature threshold\, display the warning on the instrument cluster."
"CAL_obd2_P0103_threshold","003fc4e6","u16_voltage_5/1023v",""
"CAL_obd2_P0102_threshold","003fc4e8","u16_voltage_5/1023v",""
"CAL_sensor_evap_reactivity","003fc4ed","u8_factor_1/256","At every cycle\, the sampled evaporative value is mixed with the previous value.

Formula: value = (100% - REACTIVITY) * previous + REACTIVITY * sample"
"CAL_obd2_P0131_threshold","003fc4f2","u16_voltage_5/1023v",""
"CAL_obd2_P0132_threshold","003fc4f4","u16_voltage_5/1023v",""
"CAL_obd2_P0137_threshold","003fc4f6","u16_voltage_5/1023v",""
"CAL_obd2_P0138_threshold","003fc4f8","u16_voltage_5/1023v",""
"CAL_obd2_P0113_threshold","003fc4fa","u16_voltage_5/1023v",""
"CAL_obd2_P0112_threshold","003fc4fc","u16_voltage_5/1023v",""
"CAL_obd2_P0108_threshold","003fc50c","u16_voltage_5/1023v",""
"CAL_obd2_P0107_threshold","003fc50e","u16_voltage_5/1023v",""
"CAL_obd2_P0118_threshold","003fc510","u16_voltage_5/1023v",""
"CAL_obd2_P0117_threshold","003fc512","u16_voltage_5/1023v",""
"CAL_revlimit_speed_adj_limp_reduced","003fc514","u16_rspeed_rpm",""
"CAL_obd2_P0563_threshold","003fc518","u16_voltage_18/1023v",""
"CAL_obd2_P0562_threshold","003fc51a","u16_voltage_18/1023v",""
"CAL_obd2_warm_up_cycles_clear_freeze_frame","003fc51e","uint8_t","Number of warm-up cycles before erasing the freeze frame."
"CAL_obd2_P0133_threshold1_rich2lean","003fc536","u16_time_5ms","P0133 Threshold 1: Throws an error code when both the lean-to-rich and RICH-TO-LEAN transitions exceed their respective time thresholds."
"CAL_obd2_P0133_threshold1_lean2rich","003fc538","u16_time_5ms","P0133 Threshold 1: Throws an error code when both the LEAN-TO-RICH and rich-to-lean transitions exceed their respective time thresholds."
"CAL_obd2_monitors","003fc566","uint8_t[2]",""
"CAL_obd2_P0133_threshold2_lean2rich","003fc56c","u8_time_5ms","P0133 Threshold 2: With a ratio threshold of 200% and a TIME threshold of 135ms\, this means that if the lean-to-rich transition is twice as slow as the rich-to-lean transition and takes more than 135ms\, it will trigger an error code."
"CAL_obd2_P0133_threshold3_rich2lean","003fc56d","u8_time_5ms","P0133 Threshold 3: With a ratio threshold of 50% and a TIME threshold of 70ms\, this means that if the rich-to-lean transition is twice as slow as the lean-to-rich transition and takes more than 70ms\, it will trigger an error code."
"CAL_obd2_P0135_P0141_threshold","003fc576","u16_current_mA",""
"CAL_sensor_O2_heater_threshold","003fc578","u16_current_mA","The electrical resistance of the O2 sensor heater increases with temperature. The ECU will stop the heater when the current drop below this current threshold."
"CAL_obd2_P0133_threshold2_ratio","003fc584","u8_factor_1/100","P0133 Threshold 2: With a RATIO threshold of 200% and a time threshold of 135ms\, this means that if the lean-to-rich transition is twice as slow as the rich-to-lean transition and takes more than 135ms\, it will trigger an error code."
